15,Hawaii,47-2181,Roofers,720,17.7,2.02,28.97,60260,7.2,16.67,19.75,27.63,37.03,45.13
,,,,,,,,,,,,,,
15,Hawaii,47-3012,Helpers--Carpenters,70,35.3,0.18,15.87,33010,10.5,10.11,11.71,14.57,17.92,22.78
,,,,,,,,,,,,,,
15,Hawaii,47-3013,Helpers--Electricians,380,37,1.06,21.73,45200,5.2,15.29,17.37,21.18,24.39,30.54
,,,,,,,,,,,,,,
15,Hawaii,47-3019,"Helpers, Construction Trades, All Other",60,47.9,0.16,23.14,48120,13.6,13.88,15.72,22.05,26.97,31.71
,,,,,,,,,,,,,,
15,Hawaii,47-4031,Fence Erectors,90,40.6,0.25,20.52,42680,6.2,16.33,18,20.27,22.92,25.59
,,,,,,,,,,,,,,
16,Idaho,47-2021,Brickmasons and Blockmasons,260,20.1,0.56,22.36,46510,4.4,13.18,16.91,23.88,27.96,30.25
,,,,,,,,,,,,,,
16,Idaho,47-2031,Carpenters,6860,7.5,14.98,18.68,38860,2,11.2,13.83,17.7,23.07,28.26
,,,,,,,,,,,,,,
16,Idaho,47-2041,Carpet Installers,220,49.3,0.48,17.21,35790,4.6,12.26,14.14,17.46,20.75,22.87
,,,,,,,,,,,,,,
16,Idaho,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",140,41.9,0.31,17.09,35550,9.2,12.9,14.12,16.15,19.11,23.83
,,,,,,,,,,,,,,
16,Idaho,47-2081,Drywall and Ceiling Tile Installers,1140,16.8,2.49,17.32,36010,3.8,10.45,12.99,17.32,21.29,23.98
,,,,,,,,,,,,,,
16,Idaho,47-2111,Electricians,3550,5.7,7.75,23.97,49860,2.6,14.03,17.28,24.18,28.83,32.94
,,,,,,,,,,,,,,
